"unit","time","Y"
"A",1,5.03741495100071
"A",2,8.10508164911589
"A",3,9.64705824603811
"A",4,10.7011500184793
"A",5,11.2803212595587
"A",6,11.5918338622621
"A",7,12.0790376129227
"A",8,11.5574305020167
"A",9,11.7529014304831
"A",10,10.5421514477702
"A",11,9.30835354413245
"A",12,8.39705458017266
"A",13,7.7187254003557
"A",14,7.99992135417128
"A",15,8.09018769688119
"A",16,8.73564583734084
"A",17,10.5870962547757
"A",18,11.6483146925732
"A",19,11.0224337141989
"A",20,10.5428141348639
"A",21,10.1790466923597
"A",22,9.11354382717293
"A",23,7.62025597117404
"A",24,5.56459643349794
"A",25,4.43772137057866
"A",26,4.64921129261177
"A",27,5.84480879864257
"A",28,6.59684912041924
"A",29,8.42956511675935
"A",30,9.89421506665893
"A",31,13.0625644268632
"A",32,16.4514122219287
"A",33,18.8305593316379
"A",34,20.0891183224543
"A",35,20.2224362624383
"A",36,19.2809248629689
"A",37,16.8807330411539
"A",38,15.7606466526604
"A",39,15.462687824398
"A",40,14.9505236196126
"A",41,14.9459943251188
"A",42,14.3897141272775
"A",43,16.5186082674606
"A",44,17.5922977505817
"A",45,18.4114353300434
"A",46,19.4696889935351
"A",47,21.1167790075813
"A",48,22.3776996454627
"A",49,21.4435279520722
"A",50,19.188673592276
"A",51,17.5560245223357
"A",52,16.0416266338578
"A",53,13.6410150310654
"A",54,11.5085018958052
"A",55,8.78947987161927
"A",56,6.45543318209844
"A",57,3.01969372743029
"A",58,0.142608434750797
"A",59,-2.0603200316566
"A",60,-4.16073228616529
"A",61,-5.80589475665089
"A",62,-6.91811447451535
"A",63,-8.73394462388428
"A",64,-10.3302213387921
"A",65,-11.259617892613
"A",66,-10.9630551722836
"A",67,-10.6044646354725
"A",68,-10.1920654739391
"A",69,-10.9662083557748
"A",70,-13.1013022487394
"A",71,-15.8855967994169
"A",72,-16.8754191841451
"A",73,-17.1963099300048
"A",74,-17.7105363872848
"A",75,-18.4370879847927
"A",76,-19.6456499561449
"A",77,-19.5985445578481
"A",78,-19.9199528360302
"A",79,-18.970598254764
"A",80,-17.5912266113201
"B",1,5.00827899158093
"B",2,7.34773385044524
"B",3,8.2689085582634
"B",4,9.51833839424378
"B",5,9.96935540470038
"B",6,10.5098007894314
"B",7,11.2624186990579
"B",8,11.0399659635
"B",9,10.9783738328536
"B",10,9.88698644664087
"B",11,8.81690484930727
"B",12,7.93253880367754
"B",13,7.06455560709931
"B",14,6.25759043073199
"B",15,5.6466540172557
"B",16,6.0476073316628
"B",17,7.37596190725071
"B",18,7.87139093741565
"B",19,9.24708313516991
"B",20,10.4693787870251
"B",21,12.5652826354937
"B",22,13.5016485938924
"B",23,15.4200049921322
"B",24,16.5414076803198
"B",25,16.7320081023939
"B",26,16.0894676870896
"B",27,13.9227891279089
"B",28,13.0921738790868
"B",29,13.305047828786
"B",30,13.2047747499168
"B",31,13.6727041451833
"B",32,13.9204867099114
"B",33,16.0028531548592
"B",34,17.1186621472137
"B",35,18.0973860437748
"B",36,18.9940702930987
"B",37,20.1850509715945
"B",38,20.4695553450148
"B",39,19.7924308501558
"B",40,18.3902131960556
"B",41,17.7401348953948
"B",42,16.8102226211072
"B",43,17.2656650091346
"B",44,17.9052882282457
"B",45,16.592802401685
"B",46,14.7385936271632
"B",47,11.7828467879327
"B",48,9.50218010452457
"B",49,6.95771893329192
"B",50,4.46138794506025
"B",51,2.13742700152996
"B",52,0.765947283835963
"B",53,-1.57071467170689
"B",54,-4.00261219950668
"B",55,-5.67871674705076
"B",56,-5.75112451481116
"B",57,-6.29731512788741
"B",58,-6.47265611929837
"B",59,-7.64566875672292
"B",60,-9.64966173789424
"B",61,-12.2650811812429
"B",62,-13.5912375374177
"B",63,-14.3385269746113
"B",64,-15.1691615806847
"B",65,-16.3848065479359
"B",66,-17.4081541687328
"B",67,-17.5602772903956
"B",68,-17.7963775177902
"B",69,-17.1186142822699
"B",70,-15.8133200959598
"B",71,-13.5386301634785
"B",72,-12.1527989423973
"B",73,-10.9488373532341
"B",74,-10.8582179018725
"B",75,-10.1283095713737
"B",76,-9.09920274823
"B",77,-8.74718746662892
"B",78,-6.75646103314535
"B",79,-4.90031973147225
"B",80,-2.14170284593724
"C",1,2.01347787194017
"C",2,2.58447973102567
"C",3,4.5663262836955
"C",4,6.00053132978462
"C",5,7.1936712053801
"C",6,7.76967943466752
"C",7,8.72461869961988
"C",8,8.55624008648549
"C",9,9.04872678535194
"C",10,7.99859971153008
"C",11,6.97559369209812
"C",12,6.46103463040314
"C",13,5.95591892588773
"C",14,6.33582714377908
"C",15,6.56130129279743
"C",16,7.27319754691371
"C",17,8.99627429923709
"C",18,9.95461292780819
"C",19,9.94706486121033
"C",20,9.98640211163691
"C",21,9.83044403226573
"C",22,9.42961928825293
"C",23,8.6288754967308
"C",24,7.2308889926459
"C",25,6.16140217193292
"C",26,6.09961262039713
"C",27,6.73904678700092
"C",28,7.09589146299922
"C",29,8.28255608935812
"C",30,8.79701199856415
"C",31,9.6035991039908
"C",32,9.9673425371835
"C",33,12.5149350363887
"C",34,13.8951663504957
"C",35,15.2399948334153
"C",36,16.5765304398236
"C",37,18.3215472886801
"C",38,19.6747651555705
"C",39,18.9813045867071
"C",40,17.06845291837
"C",41,15.559360959263
"C",42,14.3978876730891
"C",43,12.1635263488708
"C",44,9.98895007945694
"C",45,7.62593574886961
"C",46,5.72323308381852
"C",47,2.37431864872519
"C",48,-0.146034495487883
"C",49,-2.44670617349315
"C",50,-4.33525711881618
"C",51,-5.94589222303887
"C",52,-7.04993257931859
"C",53,-8.73210835912604
"C",54,-10.3780515715553
"C",55,-11.1508495121525
"C",56,-11.1262316379005
"C",57,-11.2457282433451
"C",58,-11.6735720762175
"C",59,-12.3613779659323
"C",60,-13.9425317395672
"C",61,-16.4092746472141
"C",62,-17.192607665606
"C",63,-17.9743174604896
"C",64,-18.468402748071
"C",65,-19.0082327364505
"C",66,-19.76733817099
"C",67,-19.7282205353257
"C",68,-19.7265988041907
"C",69,-19.221105438572
"C",70,-20.0813964576189
"C",71,-21.651762346125
"C",72,-21.0605542468198
"C",73,-20.2292238368435
"C",74,-19.7335289750661
"C",75,-19.2462085954813
"C",76,-18.9509139980168
"C",77,-18.367516390213
"C",78,-17.9518638483004
"C",79,-16.2405919860219
"C",80,-13.5324243650277
